time_s,speed_kmh,speed_mps
1226,94.6,26.27777778
1227,94.7,26.30555556
1228,94.8,26.33333333
1229,95.0,26.38888889
1230,95.1,26.41666667
1231,95.3,26.47222222
1232,95.4,26.50000000
1233,95.6,26.55555556
1234,95.7,26.58333333
1235,95.8,26.61111111
1236,96.0,26.66666667
1237,96.1,26.69444444
1238,96.3,26.75000000
1239,96.4,26.77777778
1240,96.6,26.83333333
1241,96.8,26.88888889
1242,97.0,26.94444444
1243,97.2,27.00000000
1244,97.3,27.02777778
1245,97.4,27.05555556
1246,97.4,27.05555556
1247,97.4,27.05555556
1248,97.4,27.05555556
1249,97.3,27.02777778
1250,97.3,27.02777778
1251,97.3,27.02777778
1252,97.3,27.02777778
1253,97.2,27.00000000
1254,97.1,26.97222222
1255,97.0,26.94444444
1256,96.9,26.91666667
1257,96.7,26.86111111
1258,96.4,26.77777778
1259,96.1,26.69444444
1260,95.7,26.58333333
1261,95.5,26.52777778
1262,95.3,26.47222222
1263,95.2,26.44444444
1264,95.0,26.38888889
1265,94.9,26.36111111
1266,94.7,26.30555556
1267,94.5,26.25000000
1268,94.4,26.22222222
1269,94.4,26.22222222
1270,94.3,26.19444444
1271,94.3,26.19444444
1272,94.1,26.13888889
1273,93.9,26.08333333
1274,93.4,25.94444444
1275,92.8,25.77777778
1276,92.0,25.55555556
1277,91.3,25.36111111
1278,90.6,25.16666667
1279,90.0,25.00000000
1280,89.3,24.80555556
1281,88.7,24.63888889
1282,88.1,24.47222222
1283,87.4,24.27777778
1284,86.7,24.08333333
1285,86.0,23.88888889
1286,85.3,23.69444444
1287,84.7,23.52777778
1288,84.1,23.36111111
1289,83.5,23.19444444
1290,82.9,23.02777778
1291,82.3,22.86111111
1292,81.7,22.69444444
1293,81.1,22.52777778
1294,80.5,22.36111111
1295,79.9,22.19444444
1296,79.4,22.05555556
1297,79.1,21.97222222
1298,78.8,21.88888889
1299,78.5,21.80555556
1300,78.2,21.72222222
1301,77.9,21.63888889
1302,77.6,21.55555556
1303,77.3,21.47222222
1304,77.0,21.38888889
1305,76.7,21.30555556
1306,76.0,21.11111111
1307,76.0,21.11111111
1308,76.0,21.11111111
1309,75.9,21.08333333
1310,75.9,21.08333333
1311,75.8,21.05555556
1312,75.7,21.02777778
1313,75.5,20.97222222
1314,75.2,20.88888889
1315,75.0,20.83333333
1316,74.7,20.75000000
1317,74.1,20.58333333
1318,73.7,20.47222222
1319,73.3,20.36111111
1320,73.5,20.41666667
1321,74.0,20.55555556
1322,74.9,20.80555556
1323,76.1,21.13888889
1324,77.7,21.58333333
1325,79.2,22.00000000
1326,80.3,22.30555556
1327,80.8,22.44444444
1328,81.0,22.50000000
1329,81.0,22.50000000
1330,81.0,22.50000000
1331,81.0,22.50000000
1332,81.0,22.50000000
1333,80.9,22.47222222
1334,80.6,22.38888889
1335,80.3,22.30555556
1336,80.0,22.22222222
1337,79.9,22.19444444
1338,79.8,22.16666667
1339,79.8,22.16666667
1340,79.8,22.16666667
1341,79.9,22.19444444
1342,80.0,22.22222222
1343,80.4,22.33333333
1344,80.8,22.44444444
1345,81.2,22.55555556
1346,81.5,22.63888889
1347,81.6,22.66666667
1348,81.6,22.66666667
1349,81.4,22.61111111
1350,80.7,22.41666667
1351,79.6,22.11111111
1352,78.2,21.72222222
1353,76.8,21.33333333
1354,75.3,20.91666667
1355,73.8,20.50000000
1356,72.1,20.02777778
1357,70.2,19.50000000
1358,68.2,18.94444444
1359,66.1,18.36111111
1360,63.8,17.72222222
1361,61.6,17.11111111
1362,60.2,16.72222222
1363,59.8,16.61111111
1364,60.4,16.77777778
1365,61.8,17.16666667
1366,62.6,17.38888889
1367,62.7,17.41666667
1368,61.9,17.19444444
1369,60.0,16.66666667
1370,58.4,16.22222222
1371,57.8,16.05555556
1372,57.8,16.05555556
1373,57.8,16.05555556
1374,57.3,15.91666667
1375,56.2,15.61111111
1376,54.3,15.08333333
1377,50.8,14.11111111
1378,45.5,12.63888889
1379,40.2,11.16666667
1380,34.9,9.69444444
1381,29.6,8.22222222
1382,27.3,7.58333333
1383,29.3,8.13888889
1384,32.9,9.13888889
1385,35.6,9.88888889
1386,36.7,10.19444444
1387,37.6,10.44444444
1388,39.4,10.94444444
1389,42.5,11.80555556
1390,46.5,12.91666667
1391,50.2,13.94444444
1392,52.8,14.66666667
1393,54.3,15.08333333
1394,54.9,15.25000000
1395,54.9,15.25000000
1396,54.7,15.19444444
1397,54.1,15.02777778
1398,53.2,14.77777778
1399,52.1,14.47222222
1400,50.7,14.08333333
1401,49.1,13.63888889
1402,47.4,13.16666667
1403,45.2,12.55555556
1404,41.8,11.61111111
1405,36.5,10.13888889
1406,31.2,8.66666667
1407,27.6,7.66666667
1408,26.9,7.47222222
1409,27.3,7.58333333
1410,27.5,7.63888889
1411,27.4,7.61111111
1412,27.1,7.52777778
1413,26.7,7.41666667
1414,26.8,7.44444444
1415,28.2,7.83333333
1416,31.1,8.63888889
1417,34.8,9.66666667
1418,38.4,10.66666667
1419,40.9,11.36111111
1420,41.7,11.58333333
1421,40.9,11.36111111
1422,38.3,10.63888889
1423,35.3,9.80555556
1424,34.3,9.52777778
1425,34.6,9.61111111
1426,36.3,10.08333333
1427,39.5,10.97222222
1428,41.8,11.61111111
1429,42.5,11.80555556
1430,41.9,11.63888889
1431,40.1,11.13888889
1432,36.6,10.16666667
1433,31.3,8.69444444
1434,26.0,7.22222222
1435,20.6,5.72222222
1436,19.1,5.30555556
1437,19.7,5.47222222
1438,21.1,5.86111111
1439,22.0,6.11111111
1440,22.1,6.13888889
1441,21.4,5.94444444
1442,19.6,5.44444444
1443,18.3,5.08333333
1444,18.0,5.00000000
1445,18.3,5.08333333
1446,18.5,5.13888889
1447,17.9,4.97222222
1448,15.0,4.16666667
1449,9.9,2.75000000
1450,4.6,1.27777778
1451,1.2,0.33333333
1452,0.0,0.00000000
1453,0.0,0.00000000
1454,0.0,0.00000000
1455,0.0,0.00000000
1456,0.0,0.00000000
1457,0.0,0.00000000
1458,0.0,0.00000000
1459,0.0,0.00000000
1460,0.0,0.00000000
1461,0.0,0.00000000
1462,0.0,0.00000000
1463,0.0,0.00000000
1464,0.0,0.00000000
1465,0.0,0.00000000
1466,0.0,0.00000000
1467,0.0,0.00000000
1468,0.0,0.00000000
1469,0.0,0.00000000
1470,0.0,0.00000000
1471,0.0,0.00000000
1472,0.0,0.00000000
1473,0.0,0.00000000
1474,0.0,0.00000000
1475,0.0,0.00000000
1476,0.0,0.00000000
1477,0.0,0.00000000
1478,0.0,0.00000000
1479,2.2,0.61111111
1480,4.4,1.22222222
1481,6.3,1.75000000
1482,7.9,2.19444444
1483,9.2,2.55555556
1484,10.4,2.88888889
1485,11.5,3.19444444
1486,12.9,3.58333333
1487,14.7,4.08333333
1488,17.0,4.72222222
1489,19.8,5.50000000
1490,23.1,6.41666667
1491,26.7,7.41666667
1492,30.5,8.47222222
1493,34.1,9.47222222
1494,37.5,10.41666667
1495,40.6,11.27777778
1496,43.3,12.02777778
1497,45.7,12.69444444
1498,47.7,13.25000000
1499,49.3,13.69444444
1500,50.5,14.02777778
1501,51.3,14.25000000
1502,52.1,14.47222222
1503,52.7,14.63888889
1504,53.4,14.83333333
1505,54.0,15.00000000
1506,54.5,15.13888889
1507,55.0,15.27777778
1508,55.6,15.44444444
1509,56.3,15.63888889
1510,57.2,15.88888889
1511,58.5,16.25000000
1512,60.2,16.72222222
1513,62.3,17.30555556
1514,64.7,17.97222222
1515,67.1,18.63888889
1516,69.2,19.22222222
1517,70.7,19.63888889
1518,71.9,19.97222222
1519,72.7,20.19444444
1520,73.4,20.38888889
1521,73.8,20.50000000
1522,74.1,20.58333333
1523,74.0,20.55555556
1524,73.6,20.44444444
1525,72.5,20.13888889
1526,70.8,19.66666667
1527,68.6,19.05555556
1528,66.2,18.38888889
1529,64.0,17.77777778
1530,62.2,17.27777778
1531,60.9,16.91666667
1532,60.2,16.72222222
1533,60.0,16.66666667
1534,60.4,16.77777778
1535,61.4,17.05555556
1536,63.2,17.55555556
1537,65.6,18.22222222
1538,68.4,19.00000000
1539,71.6,19.88888889
1540,74.9,20.80555556
1541,78.4,21.77777778
1542,81.8,22.72222222
1543,84.9,23.58333333
1544,87.4,24.27777778
1545,89.0,24.72222222
1546,90.0,25.00000000
1547,90.6,25.16666667
1548,91.0,25.27777778
1549,91.5,25.41666667
1550,92.0,25.55555556
1551,92.7,25.75000000
1552,93.4,25.94444444
1553,94.2,26.16666667
1554,94.9,26.36111111
1555,95.7,26.58333333
1556,96.6,26.83333333
1557,97.7,27.13888889
1558,98.9,27.47222222
1559,100.4,27.88888889
1560,102.0,28.33333333
1561,103.6,28.77777778
1562,105.2,29.22222222
1563,106.8,29.66666667
1564,108.5,30.13888889
1565,110.2,30.61111111
1566,111.9,31.08333333
1567,113.7,31.58333333
1568,115.3,32.02777778
1569,116.8,32.44444444
1570,118.2,32.83333333
1571,119.5,33.19444444
1572,120.7,33.52777778
1573,121.8,33.83333333
1574,122.6,34.05555556
1575,123.2,34.22222222
1576,123.6,34.33333333
1577,123.7,34.36111111
1578,123.6,34.33333333
1579,123.3,34.25000000
1580,123.0,34.16666667
1581,122.5,34.02777778
1582,122.1,33.91666667
1583,121.5,33.75000000
1584,120.8,33.55555556
1585,120.0,33.33333333
1586,119.1,33.08333333
1587,118.1,32.80555556
1588,117.1,32.52777778
1589,116.2,32.27777778
1590,115.5,32.08333333
1591,114.9,31.91666667
1592,114.5,31.80555556
1593,114.1,31.69444444
1594,113.9,31.63888889
1595,113.7,31.58333333
1596,113.3,31.47222222
1597,112.9,31.36111111
1598,112.2,31.16666667
1599,111.4,30.94444444
1600,110.5,30.69444444
1601,109.5,30.41666667
1602,108.5,30.13888889
1603,107.7,29.91666667
1604,107.1,29.75000000
1605,106.6,29.61111111
1606,106.4,29.55555556
1607,106.2,29.50000000
1608,106.2,29.50000000
1609,106.2,29.50000000
1610,106.4,29.55555556
1611,106.5,29.58333333
1612,106.8,29.66666667
1613,107.2,29.77777778
1614,107.8,29.94444444
1615,108.5,30.13888889
1616,109.4,30.38888889
1617,110.5,30.69444444
1618,111.7,31.02777778
1619,113.0,31.38888889
1620,114.1,31.69444444
1621,115.1,31.97222222
1622,115.9,32.19444444
1623,116.5,32.36111111
1624,116.7,32.41666667
1625,116.6,32.38888889
1626,116.2,32.27777778
1627,115.2,32.00000000
1628,113.8,31.61111111
1629,112.0,31.11111111
1630,110.1,30.58333333
1631,108.3,30.08333333
1632,107.0,29.72222222
1633,106.1,29.47222222
1634,105.8,29.38888889
1635,105.7,29.36111111
1636,105.7,29.36111111
1637,105.6,29.33333333
1638,105.3,29.25000000
1639,104.9,29.13888889
1640,104.4,29.00000000
1641,104.0,28.88888889
1642,103.8,28.83333333
1643,103.9,28.86111111
1644,104.4,29.00000000
1645,105.1,29.19444444
1646,106.1,29.47222222
1647,107.2,29.77777778
1648,108.5,30.13888889
1649,109.9,30.52777778
1650,111.3,30.91666667
1651,112.7,31.30555556
1652,113.9,31.63888889
1653,115.0,31.94444444
1654,116.0,32.22222222
1655,116.8,32.44444444
1656,117.6,32.66666667
1657,118.4,32.88888889
1658,119.2,33.11111111
1659,120.0,33.33333333
1660,120.8,33.55555556
1661,121.6,33.77777778
1662,122.3,33.97222222
1663,123.1,34.19444444
1664,123.8,34.38888889
1665,124.4,34.55555556
1666,125.0,34.72222222
1667,125.4,34.83333333
1668,125.8,34.94444444
1669,126.1,35.02777778
1670,126.4,35.11111111
1671,126.6,35.16666667
1672,126.7,35.19444444
1673,126.8,35.22222222
1674,126.9,35.25000000
1675,126.9,35.25000000
1676,126.9,35.25000000
1677,126.8,35.22222222
1678,126.6,35.16666667
1679,126.3,35.08333333
1680,126.0,35.00000000
1681,125.7,34.91666667
1682,125.6,34.88888889
1683,125.6,34.88888889
1684,125.8,34.94444444
1685,126.2,35.05555556
1686,126.6,35.16666667
1687,127.0,35.27777778
1688,127.4,35.38888889
1689,127.6,35.44444444
1690,127.8,35.50000000
1691,127.9,35.52777778
1692,128.0,35.55555556
1693,128.1,35.58333333
1694,128.2,35.61111111
1695,128.3,35.63888889
1696,128.4,35.66666667
1697,128.5,35.69444444
1698,128.6,35.72222222
1699,128.6,35.72222222
1700,128.5,35.69444444
1701,128.3,35.63888889
1702,128.1,35.58333333
1703,127.9,35.52777778
1704,127.6,35.44444444
1705,127.4,35.38888889
1706,127.2,35.33333333
1707,127.0,35.27777778
1708,126.9,35.25000000
1709,126.8,35.22222222
1710,126.7,35.19444444
1711,126.8,35.22222222
1712,126.9,35.25000000
1713,127.1,35.30555556
1714,127.4,35.38888889
1715,127.7,35.47222222
1716,128.1,35.58333333
1717,128.5,35.69444444
1718,129.0,35.83333333
1719,129.5,35.97222222
1720,130.1,36.13888889
1721,130.6,36.27777778
1722,131.0,36.38888889
1723,131.2,36.44444444
1724,131.3,36.47222222
1725,131.2,36.44444444
1726,130.7,36.30555556
1727,129.8,36.05555556
1728,128.4,35.66666667
1729,126.5,35.13888889
1730,124.1,34.47222222
1731,121.6,33.77777778
1732,119.0,33.05555556
1733,116.5,32.36111111
1734,114.1,31.69444444
1735,111.8,31.05555556
1736,109.5,30.41666667
1737,107.1,29.75000000
1738,104.8,29.11111111
1739,102.5,28.47222222
1740,100.4,27.88888889
1741,98.6,27.38888889
1742,97.2,27.00000000
1743,95.9,26.63888889
1744,94.8,26.33333333
1745,93.8,26.05555556
1746,92.8,25.77777778
1747,91.8,25.50000000
1748,91.0,25.27777778
1749,90.2,25.05555556
1750,89.6,24.88888889
1751,89.1,24.75000000
1752,88.6,24.61111111
1753,88.1,24.47222222
1754,87.6,24.33333333
1755,87.1,24.19444444
1756,86.6,24.05555556
1757,86.1,23.91666667
1758,85.5,23.75000000
1759,85.0,23.61111111
1760,84.4,23.44444444
1761,83.8,23.27777778
1762,83.2,23.11111111
1763,82.6,22.94444444
1764,82.0,22.77777778
1765,81.3,22.58333333
1766,80.4,22.33333333
1767,79.1,21.97222222
1768,77.4,21.50000000
1769,75.1,20.86111111
1770,72.3,20.08333333
1771,69.1,19.19444444
1772,65.9,18.30555556
1773,62.7,17.41666667
1774,59.7,16.58333333
1775,57.0,15.83333333
1776,54.6,15.16666667
1777,52.2,14.50000000
1778,49.7,13.80555556
1779,46.8,13.00000000
1780,43.5,12.08333333
1781,39.9,11.08333333
1782,36.4,10.11111111
1783,33.2,9.22222222
1784,30.5,8.47222222
1785,28.3,7.86111111
1786,26.3,7.30555556
1787,24.4,6.77777778
1788,22.5,6.25000000
1789,20.5,5.69444444
1790,18.2,5.05555556
1791,15.5,4.30555556
1792,12.3,3.41666667
1793,8.7,2.41666667
1794,5.2,1.44444444
1795,0.0,0.00000000
1796,0.0,0.00000000
1797,0.0,0.00000000
1798,0.0,0.00000000
1799,0.0,0.00000000
1800,0.0,0.00000000
